i,j
1247,428
180,989
830,297
949,631
1129,376
1157,590
1007,832
1231,88
46,191
987,542
1208,509
972,84
943,461
1079,641
925,178
933,590
1160,92
1148,211
546,433
321,293
1014,329
349,326
1026,626
987,91
560,873
1194,529
1256,539
237,751
1084,452
925,199
1098,885
908,325
1023,877
290,909
915,1103
852,971
268,927
1292,562
954,177
861,10
107,820
499,288
488,397
554,536
909,929
1125,906
167,886
1018,550
937,991
918,1020
1142,451
1077,110
234,765
383,484
1174,1196
947,173
855,422
1215,497
957,489
825,119
588,314
562,399
1155,423
29,1117
969,187
803,91
83,166
1278,631
932,189
1284,788
754,526
997,439
950,61
403,875
925,476
760,105
49,728
627,547
249,509
1127,477
931,661
265,892
818,305
912,249
1198,429
1100,668
369,501
699,1061
928,301
952,18
809,279
824,366
313,376
1277,452
1283,110
928,1100
1013,68
1173,238
3,858
440,268
826,907
996,31
787,137
442,551
1233,124
822,260
848,437
140,713
923,1022
88,55
84,60
751,222
988,815
487,470
83,1078
430,397
958,491
1049,319
1100,400
895,443
709,1055
1036,977
60,672
960,128
981,787
1036,84
1095,376
1189,548
1258,505
389,788
1018,205
895,1015
242,909
1042,1116
149,925
164,730
826,901
1196,445
187,749
1063,39
936,850
285,616
926,675
1257,621
970,272
511,10
285,879
287,805
355,726
1076,1172
967,485
908,54
356,864
859,615
1202,245
1028,401
850,300
386,818
882,156
123,20
853,1011
1019,560
99,232
72,298
1004,328
1078,676
12,547
931,341
260,544
132,760
829,536
487,371
501,546
425,696
730,549
1191,79
1094,220
752,295
912,495
1018,599
1072,747
968,556
933,1093
1109,299
1208,146
1102,541
1229,613
122,733
3,900
1085,159
881,447
362,959
1011,117
836,184
1008,676
159,1042
810,308
718,208
154,800
183,1014
201,701
884,569
1042,58
768,522
562,321
125,260
292,941
1061,95
538,490
1198,190
1048,1099
93,810
913,82
1277,314
954,546
1032,1051
1175,64
1008,195
1056,1133
69,721
933,1091
1273,458
1202,316
800,520
1048,465
1130,1195
993,210
982,157
280,746
1023,59
910,981
823,309
132,1018
383,322
768,164
384,306
1161,1185
778,165
352,357
926,23
1235,182
1226,161
730,200
411,904
1208,405
559,343
1064,384
867,485
1214,386
776,564
263,918
1048,30
1171,494
1258,491
0,1025
502,477
537,265
204,752
1042,780
1272,396
1133,514
965,222
1263,577
1098,447
816,309
296,731
35,1164
1204,434
1282,560
1051,666
22,918
34,1119
562,358
728,553
239,931
1088,177
117,274
1024,658
895,419
57,109
529,455
119,933
1206,114
320,291
386,307
894,608
889,134
789,431
722,288
71,276
921,464
37,900
354,360
828,522
1030,564
854,328
881,680
364,392
852,895
215,769
107,910
1130,402
1212,135
411,805
1027,8
935,1162
201,988
1037,679
1295,604
752,223
1191,620
272,788
1003,579
121,246
747,9
1045,1059
278,917
187,734
798,179
42,839
971,136
1259,465
354,411
1050,682
885,658
1100,506
1062,443
526,429
944,794
97,781
743,831
948,977
1103,512
1228,253
805,32
1122,446
76,84
99,823
908,450
693,199
1106,187
917,440
913,588
231,691
972,1028
128,777
152,1044
973,928
1028,988
81,127
1242,97
766,579
1150,34
745,579
912,935
1034,975
1290,1125
1233,141
1025,224
841,674
884,601
995,715
1241,243
473,904
974,757
152,871
760,221
1231,493
836,9
340,721
691,206
1033,555
980,125
554,540
99,796
17,581
86,33
74,84
1162,243
753,528
1170,68
882,984
1233,306
1170,327
873,36
334,914
971,1082
405,773
1066,296
727,526
949,246
1235,172
570,883
970,396
978,571
1286,496
99,155
1208,225
159,892
1273,265
1006,1091
489,380
1251,220
374,734
174,1082
28,825
81,644
947,606
812,43
348,377
75,925
397,315
1047,1197
19,1065
1097,108
315,925
1191,77
954,375
247,710
500,429
1234,1176
504,537
1168,128
98,677
731,288
1065,438
970,110
439,394
887,334
111,125
525,359
819,646
955,774
278,983
1231,323
1210,25
99,668
1215,624
249,685
1240,433
795,652
497,389
919,1076
348,878
1077,133
898,726
958,283
868,539
999,828
562,382
972,881
980,622
1093,1140
1003,894
1205,287
734,212
528,563
803,101
590,331
963,520
870,373
1179,537
90,50
175,896
787,555
365,673
730,216
956,644
1250,534
1186,79
985,614
757,511
1073,282
53,168
1060,197
1057,219
104,117
1162,651
1102,1128
829,105
1013,611
951,1160
557,859
524,293
947,362
41,1079
68,1011
911,980
47,827
943,873
964,1046
155,872
66,93
1137,409
984,549
71,939
1024,785
974,218
1004,532
1021,326
775,75
1026,17
521,842
104,937
464,559
33,647
902,230
960,103
875,1002
528,886
894,120
732,312
1121,547
286,998
1025,163
822,1013
1021,57
1110,131
710,1105
103,261
529,872
913,53
207,912
805,343
1281,467
413,890
78,749
1059,511
883,246
394,879
989,721
49,882
283,796
955,377
290,886
915,299
1037,1068
63,1061
916,47
1168,339
783,549
304,966
884,286
509,472
384,875
550,450
324,825
1275,302
943,700
1115,151
1223,138
834,1020
337,755
999,964
1154,8
821,61
924,1054
164,858
962,744
23,1144
1010,501
977,419
896,545
1000,494
35,1141
848,227
14,979
321,848
344,379
1239,123
861,596
251,791
970,577
158,8
1252,261
1017,1084
1199,520
1256,78
80,734
805,472
995,1180
683,335
797,568
341,740
1163,315
276,954
505,239
206,756
93,1009
367,527
762,812
1040,391
868,474
976,595
1101,677
1155,521
715,231
1093,189
436,832
911,240
589,543
1017,21
1158,171
256,691
963,198
903,633
1002,477
346,883
164,743
18,557
1112,486
1168,1163
116,246
864,8
1040,906
124,779
895,980
988,368
1106,1173
1021,132
842,524
1013,823
949,610
915,705
810,513
1211,546
830,372
777,28
134,892
506,477
1090,485
138,798
26,1185
146,795
320,315
959,727
1124,73
1113,503
783,933
928,933
995,1024
900,956
185,1098
847,854
853,559
1129,1132
1023,92
811,426
1085,345
1001,400
367,897
1042,265
178,887
148,975
995,941
888,70
1288,575
850,455
24,927
383,757
906,396
928,591
823,345
1045,481
1027,923
972,995
1154,1187
966,742
1116,42
995,176
915,1076
1202,219
13,921
114,205
1130,1153
939,1122
1040,1169
843,994
1157,37
1054,895
962,570
562,288
1074,63
972,1116
993,817
567,285
1010,594
538,344
897,925
780,604
993,265
469,592
1288,518
1085,423
813,979
52,742
1080,573
468,500
951,302
839,255
1248,441
527,427
539,883
888,286
69,621
741,477
932,897
59,184
286,714
1021,601
949,102
1083,383
1041,1172
270,895
1042,331
803,492
152,733
956,336
1221,439
1288,158
903,516
1040,903
719,562
1164,293
1206,334
1285,251
362,721
311,890
348,422
781,523
889,542
1132,1139
705,602
785,434
1056,491
1167,332
19,911
911,109
1142,509
1026,881
1172,161
779,484
1215,161
60,1157
1212,576
904,62
975,319
185,899
1147,318
1080,1091
739,827
1031,147
1016,242
891,481
1067,474
963,1160
857,63
1040,168
784,364
203,1010
1076,520
897,754
899,228
976,1142
127,934
36,724
1058,268
365,385
974,706
895,118
31,923
1148,67
1094,247
449,577
1064,679
1236,412
1056,561
369,390
729,871
213,1009
914,213
872,260
473,275
894,561
971,812
1171,133
359,295
253,738
811,50
806,423
944,53
361,746
749,555
891,145
992,951
830,578
151,294
1047,328
131,1009
1003,438
100,1005
873,56
143,1192
67,252
527,246
1140,40
868,328
80,86
840,723
822,933
1003,290
98,231
143,793
1218,289
35,182
1227,283
143,782
804,346
986,310
699,1070
355,412
946,503
1135,51
906,1044
913,730
888,607
449,576
1037,766
761,778
979,98
490,499
1020,243
278,930
310,884
132,820
865,505
114,226
967,292
335,408
890,601
837,455
178,918
1060,1122
1072,331
1046,1109
76,1094
960,146
1224,434
1176,88
1143,59
1126,170
159,991
922,990
1260,621
936,668
78,695
534,495
43,950
1068,1160
476,476
997,1110
995,464
741,474
888,683
969,1030
342,711
84,909
939,90
43,1084
1100,352
187,1045
1291,422
327,893
1011,429
463,913
1195,266
780,478
508,382
1086,917
873,563
39,625
342,867
174,701
971,683
136,874
139,868
950,690
907,492
1131,414
780,541
985,1181
63,948
58,265
1074,90
984,506
1067,867
749,567
435,891
827,22
851,199
1027,160
101,723
919,53
1048,234
971,1187
1250,92
1002,782
306,720
858,628
913,1135
220,969
67,705
1073,586
791,61
86,130
889,1011
952,934
880,634
1084,151
1145,206
250,548
22,1038
84,82
261,995
1283,415
128,757
201,1061
1144,310
874,391
1261,161
914,860
1061,441
890,232
876,920
339,564
869,162
53,816
89,313
1159,385
1066,439
719,554
1006,218
989,1121
76,114
1044,1194
42,1114
157,962
1224,325
1019,391
957,30
1025,594
1277,284
87,1082
1113,617
745,485
859,648
564,879
919,895
481,459
803,644
1072,569
698,1036
826,609
475,917
669,548
1208,276
1122,193
973,510
353,865
1179,85
296,868
826,180
322,969
1045,1162
1213,77
1137,247
95,939
59,656
1036,1053
1126,703
799,500
1011,600
1181,282
944,692
521,10
1112,552
59,818
323,387
890,248
1107,635
487,477
863,290
425,927
1136,449
369,659
1156,98
824,282
1051,292
379,838
866,160
865,701
93,300
1007,68
851,367
502,494
1076,339
990,75
837,116
55,1155
835,1025
1009,478
1000,548
184,912
135,920
271,995
1061,35
700,1066
1252,199
1091,75
1156,410
522,291
145,1033
839,321
110,788
983,1086
823,427
1067,43
365,736
1159,639
495,409
1110,394
901,692
908,912
107,311
102,171
1004,591
394,926
1056,983
1036,321
1042,513
493,506
1055,1115
972,960
366,911
1040,485
920,998
999,963
1022,1056
302,755
1008,420
945,766
817,370
853,238
953,604
294,936
126,1002
1149,958
1276,519
1095,561
229,929
60,705
968,90
741,103
1159,139
32,1128
1220,316
1014,730
945,721
835,641
873,746
793,555
977,1096
95,750
941,547
958,520
106,721
844,211
1124,325
1060,864
293,961
518,384
744,472
1029,1188
61,542
271,780
315,752
1051,538
70,897
1084,191
1122,417
810,56
1129,359
783,9
966,31
155,905
730,83
892,280
102,960
1041,562
486,550
750,565
1153,220
1226,432
905,638
86,203
1063,887
41,245
53,626
1152,92
1089,707
718,153
133,866
890,434
928,562
833,200
96,805
829,883
1076,216
1169,958
896,287
1112,554
988,1093
126,298
1061,176
1267,511
1207,183
267,791
1260,422
171,1032
394,376
114,138
991,937
341,836
977,950
1229,365
301,977
1061,1160
1074,1146
820,170
878,471
948,745
91,716
1255,521
391,673
1057,451
1009,649
19,1095
222,810
1261,491
1037,1091
1280,91
945,108
821,37
864,703
1026,940
1151,31
129,73
938,1162
993,84
707,991
958,1038
860,944
465,564
110,339
1182,447
918,410
1068,342
1029,488
758,459
1005,892
1113,574
358,742
902,560
844,503
979,380
442,540
288,728
831,693
1279,50
1109,422
1240,546
788,617
120,903
1151,237
396,769
1079,724
238,757
1213,59
344,878
825,11
347,910
1075,494
715,241
1135,351
771,202
44,678
545,298
743,905
991,142
960,816
309,692
24,798
1034,500
783,453
170,1043
954,567
871,545
308,371
953,973
1147,12
880,602
318,398
35,1138
272,797
391,937
1081,506
140,723
810,237
1192,452
116,73
1161,127
261,701
1247,645
45,575
579,322
318,656
933,711
802,20
979,344
1260,1147
792,40
1119,466
54,874
1162,1155
1143,637
96,889
894,24
1133,1193
853,693
790,447
1244,584
117,749
65,1088
1227,66
985,451
723,544
1016,890
1022,91
960,136
838,519
89,113
748,103
759,252
1137,218
1020,638
868,403
1029,671
456,398
342,838
99,807
181,773
898,431
1283,373
1049,312
168,706
592,869
1221,441
1064,130
99,171
21,574
1007,582
1195,30
512,520
1049,986
1103,572
711,284
531,464
536,318
580,530
379,878
1117,475
1007,348
200,949
397,376
375,377
895,269
412,875
1016,159
1256,210
1002,847
895,459
90,670
985,38
865,421
991,91
1122,21
1230,207
978,484
329,647
336,794
814,407
1170,42
1180,371
1241,180
1193,62
794,235
1230,137
902,726
568,306
1000,370
743,238
1099,927
159,743
108,739
725,181
888,124
819,677
879,177
821,529
840,215
846,30
986,244
361,744
313,806
1203,144
1107,360
1112,717
1247,562
946,197
1263,440
1078,410
331,661
438,265
1050,490
914,70
942,552
356,295
391,902
1069,110
984,741
796,549
998,117
467,511
1173,29
502,538
469,529
893,707
881,253
62,526
1215,23
787,470
1224,107
792,267
803,686
790,418
796,455
281,866
923,1030
1095,322
546,399
1061,484
1050,705
1068,196
112,1001
398,784
929,797
958,670
1034,650
295,986
88,213
999,936
25,1103
495,267
1053,531
895,999
435,866
1084,926
1143,331
950,1175
916,730
509,895
262,523
1049,1149
1104,168
548,406
1005,1128
1061,251
960,133
18,563
921,157
918,1057
801,312
1032,431
781,385
388,887
995,606
1036,914
913,984
1043,916
942,456
954,909
1141,463
1227,134
1208,99
1048,991
1164,169
1094,285
1052,312
231,707
1061,534
328,323
120,861
785,921
1087,689
1181,17
1291,537
108,242
1014,955
899,742
1263,1136
947,382
757,45
427,859
553,352
1273,477
1255,508
887,686
243,965
802,250
1071,950
543,443
1051,19
847,874
540,255
976,1106
74,62
1074,546
1125,311
1060,213
872,896
1036,47
207,804
69,799
53,923
935,420
131,720
777,487
241,904
1134,189
997,665
890,322
1179,287
514,369
62,562
527,491
249,780
741,190
1123,226
1016,1141
1210,325
1286,75
851,871
102,297
18,618
1050,183
101,235
344,760
16,1026
937,23
1131,602
804,473
774,664
752,486
1230,109
866,303
349,313
1020,975
227,947
1108,285
356,333
958,1079
726,50
122,746
1028,239
1208,359
393,950
274,565
291,786
908,1011
874,606
894,298
913,125
943,1023
869,253
1192,509
910,457
570,400
1082,920
36,592
1114,123
1208,160
763,171
1003,952
938,308
153,860
691,337
4,504
992,73
40,911
112,746
1004,115
435,807
1069,88
1250,1160
838,920
846,998
1285,230
819,582
1108,173
42,1150
971,162
117,146
296,964
823,90
1019,450
291,770
966,1069
944,963
547,393
308,953
747,240
977,500
310,780
1014,688
819,176
81,674
825,669
1079,289
1261,397
508,278
191,1041
941,84
1127,484
845,737
122,32
1260,75
1045,984
928,1012
1224,985
52,1190
1262,647
874,665
968,599
1097,379
275,799
763,172
976,464
905,1002
1118,712
1057,1139
807,126
812,311
942,1072
5,837
893,508
916,228
1200,319
815,73
1117,1156
1092,518
1219,367
866,542
1116,282
1111,318
1251,44
94,904
879,629
743,288
800,27
36,1037
1009,886
411,868
342,980
1103,897
909,350
1108,388
1028,145
47,680
807,691
1100,614
916,900
49,936
338,740
1053,1103
130,57
1260,538
1188,397
1126,424
829,691
915,876
881,740
1095,171
1290,247
380,351
208,782
814,988
896,314
260,990
1161,83
925,376
332,858
1014,679
1276,802
768,478
849,131
1048,416
1263,218
874,489
298,875
1195,575
1027,521
1065,421
1134,50
971,152
1105,443
426,821
850,321
58,155
1068,1104
888,246
1160,83
115,174
1000,310
813,523
1102,426
1067,918
1069,522
845,262
212,806
67,259
704,1032
1217,412
38,586
874,397
225,1018
897,297
1165,539
25,865
975,801
931,786
381,488
723,291
1028,870
1058,144
257,554
1059,751
1084,400
953,747
757,216
11,559
1011,499
1246,604
9,954
599,524
1094,491
505,380
852,729
1295,577
1094,738
1079,533
59,1114
1255,440
371,855
776,411
931,865
991,1074
812,171
722,133
308,866
1034,218
1011,739
360,327
435,840
130,274
1156,127
1100,251
990,215
746,208
821,491
880,978
566,333
720,885
1132,515
1122,116
1115,57
942,972
911,577
1155,535
1076,666
1253,48
1126,495
65,700
829,410
864,643
1265,493
834,592
961,281
1204,605
910,883
809,17
703,188
37,615
1085,1102
1109,338
750,476
859,877
885,303
168,780
1186,626
917,788
959,231
525,497
889,738
966,720
890,170
179,1009
839,868
1123,316
1190,222
782,19
1006,603
342,354
1282,523
629,534
806,148
269,934
277,716
104,311
180,906
912,694
980,814
47,880
989,1040
30,632
344,293
42,814
800,334
493,566
643,541
15,842
1044,495
1072,932
1050,624
198,1037
943,986
36,593
746,275
18,519
93,208
238,521
983,394
1153,652
672,1008
1279,597
205,762
569,424
1141,492
1007,402
1250,624
836,63
1271,619
741,247
272,710
824,175
1062,930
37,1121
1236,295
756,287
981,390
48,254
1006,254
1099,313
836,167
1170,14
392,662
858,357
366,969
777,567
538,423
902,585
121,142
333,286
1028,887
963,1126
2,597
137,1188
53,289
781,279
777,93
898,920
12,1041
1036,643
993,1040
1273,538
1210,529
1214,515
400,367
913,1078
1007,1121
942,681
1275,219
742,506
936,161
1038,942
1094,548
1128,1143
330,783
936,1087
325,961
889,675
992,268
787,95
336,813
1104,566
1174,470
60,1076
276,558
45,1188
1001,456
1003,258
1173,202
1059,473
1027,328
782,170
1283,636
428,695
812,260
1158,352
1276,261
1243,84
989,505
160,950
871,625
1029,907
259,512
885,486
865,210
843,224
988,557
454,553
114,175
752,825
979,99
40,1157
247,953
440,944
506,911
1277,245
1250,72
941,598
803,188
1007,954
995,658
1046,621
363,760
707,570
1034,746
1252,584
881,994
924,668
820,326
427,370
1110,508
914,254
450,551
60,632
1096,193
839,57
20,638
843,8
1281,125
371,729
894,1034
960,940
1098,34
1043,564
1146,974
787,471
1053,514
1139,1140
15,919
870,75
1214,110
1219,301
455,375
389,769
1039,152
834,304
1124,1159
857,870
1008,559
187,964
1084,520
796,61
1201,348
259,937
1292,286
877,758
90,47
1101,374
123,979
1295,525
1051,346
900,583
1005,252
813,246
890,543
99,787
1241,418
913,1061
965,440
747,521
1035,433
523,493
909,504
1269,581
310,862
847,581
17,845
74,949
959,190
1166,391
1092,202
888,497
1239,500
1042,1130
1106,390
77,655
203,922
815,661
1034,232
1050,1124
529,413
1289,417
1149,153
946,676
942,505
931,351
1171,176
560,259
556,503
971,1047
864,14
1116,68
1058,896
1283,521
132,838
1039,797
826,642
1103,649
908,714
934,353
1249,323
349,993
966,171
1189,584
409,844
883,316
903,1122
1220,627
833,540
704,605
878,745
859,405
897,1019
399,887
1251,217
1083,426
120,973
873,499
21,992
23,872
467,257
960,318
43,608
112,317
59,1062
173,937
1040,159
999,1031
804,500
1023,75
1119,889
257,694
1162,22
999,403
141,911
886,721
772,15
1129,141
751,203
1281,641
150,741
872,691
40,685
782,90
978,827
1244,527
466,364
890,699
831,711
1283,481
815,405
360,777
1127,309
874,492
544,513
866,643
148,302
777,78
829,961
981,804
142,1013
1243,1158
107,225
1044,1182
674,328
888,457
530,433
1019,1172
391,949
996,1118
1160,465
781,473
1025,333
789,141
754,897
933,717
867,313
891,511
365,297
102,972
943,752
1037,625
383,771
906,375
384,684
593,875
1155,1195
1013,1180
1211,256
139,770
116,290
21,598
108,1012
1032,722
1055,305
1272,504
395,663
965,756
734,578
538,544
1041,741
1016,1040
1233,414
34,271
84,1083
856,893
161,1017
68,730
163,980
935,324
1113,467
1207,264
1014,242
509,861
860,71
503,876
1124,562
1011,684
1251,554
1126,533
267,896
944,513
542,312
923,906
50,99
859,299
970,1169
116,33
1125,297
20,955
1112,118
846,212
711,1050
837,88
455,380
1281,446
553,422
1252,408
1126,131
888,105
981,416
989,299
894,137
758,806
98,104
718,881
877,469
1248,341
312,701
340,919
769,493
111,724
48,179
786,61
1271,603
1237,493
1065,876
478,495
963,616
338,663
247,993
1261,357
1219,427
1017,509
1174,307
441,254
1052,1170
808,102
1037,1130
197,1052
983,567
1071,1080
175,732
1037,627
1278,495
929,1068
908,151
955,502
538,380
371,750
1159,90
1002,712
1264,220
273,770
298,873
936,540
333,299
88,908
1018,384
1047,958
838,467
782,432
1239,511
48,1088
1243,438
969,998
888,661
941,46
384,828
1283,562
1260,251
1295,456
938,1066
774,435
775,933
1285,210
1009,1179
958,1003
1126,246
873,92
114,363
314,993
370,792
848,451
1153,22
553,348
886,173
1134,894
709,1075
1021,671
973,1026
55,1126
894,661
764,157
874,562
1074,514
518,379
1090,324
1287,100
480,429
983,853
844,589
955,100
881,456
281,798
808,267
882,232
869,354
876,438
389,347
1027,931
296,973
230,772
112,351
550,465
1170,132
1047,90
1023,872
1169,608
596,542
1045,304
915,668
1155,459
805,30
940,722
1111,183
1271,1121
926,410
1227,602
9,920
1043,426
1037,552
384,927
1296,784
955,818
990,488
824,258
300,689
931,692
119,804
145,939
771,595
1197,550
1062,951
797,975
519,280
1177,323
1169,138
1249,540
988,50
288,693
950,744
110,264
976,914
1263,232
843,383
978,468
332,754
926,142
846,874
199,777
897,685
519,573
32,811
1295,532
1009,24
198,718
949,1104
162,724
532,296
904,673
424,804
646,526
279,769
1154,111
161,1087
325,976
1119,163
972,1081
551,367
1189,976
1124,32
942,871
532,344
396,920
43,868
835,666
964,97
367,735
931,906
235,790
378,760
832,920
1221,519
